City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Carnarvon,0,ZA,2019-02-05,37,-30.97,22.13,60.84,8.39
Dingle,12,PH,2019-02-05,65,11.0,122.67,83.43,14.76
Kloulklubed,90,PW,2019-02-05,94,7.04,134.26,77.0,10.29
Salalah,0,OM,2019-02-05,73,17.01,54.1,71.6,4.7
Bambanglipuro,20,ID,2019-02-05,88,-7.95,110.28,82.26,4.36
Conde,80,BR,2019-02-05,95,-11.81,-37.61,79.56,9.28
Port-Gentil,48,GA,2019-02-05,99,-0.72,8.78,79.74,2.57
Hemsedal,20,NO,2019-02-05,78,60.86,8.55,-3.25,2.13
Foumbot,56,CM,2019-02-05,94,5.51,10.64,66.78,2.35
Chumikan,0,RU,2019-02-05,52,54.72,135.31,-17.96,14.99
Aleksandrov Gay,88,RU,2019-02-05,91,50.14,48.57,22.81,3.13
Sayyan,0,YE,2019-02-05,82,15.17,44.32,36.09,2.8
Alekseyevsk,44,RU,2019-02-05,47,57.84,108.35,-29.48,3.47
Kurchum,44,KZ,2019-02-05,85,48.57,83.65,14.71,9.17
Sanmenxia,92,CN,2019-02-05,94,34.77,111.19,39.78,3.47
Podporozhye,88,RU,2019-02-05,89,60.91,34.16,22.9,11.97
Singkang,75,MY,2019-02-05,78,2.1,102.8,78.8,10.29
Buchanan,20,LR,2019-02-05,94,5.88,-10.05,75.2,5.26
Great Falls,90,US,2019-02-05,76,47.5,-111.29,-7.61,6.93
Ratnagiri,0,IN,2019-02-05,100,16.98,73.3,77.26,6.04
Bonavista,92,CA,2019-02-05,100,48.65,-53.11,31.0,18.23
Kontagora,0,NG,2019-02-05,37,10.4,5.47,65.88,7.27
Sirjan,0,IR,2019-02-05,51,29.44,55.67,21.15,9.51
Pitimbu,75,BR,2019-02-05,100,-7.47,-34.81,77.0,4.7
Majenang,12,ID,2019-02-05,83,-7.3,108.76,81.4,3.36
Penzance,20,GB,2019-02-05,100,50.12,-5.53,48.2,6.93
Taltal,32,CL,2019-02-05,85,-25.41,-70.49,64.75,0.34
Kottagudem,0,IN,2019-02-05,91,17.55,80.63,70.29,4.25
Bongaree,75,AU,2019-02-05,61,-27.08,153.16,82.4,13.87
Jasper,90,US,2019-02-05,93,33.83,-87.28,66.02,5.37
Rockland,1,US,2019-02-05,57,42.13,-70.92,53.96,4.7
Lebu,20,ET,2019-02-05,58,8.96,38.73,53.6,6.93
Benguela,80,AO,2019-02-05,100,-12.58,13.4,77.76,3.24
Kidal,0,ML,2019-02-05,28,18.44,1.41,50.26,10.29
Pangnirtung,68,CA,2019-02-05,65,66.15,-65.72,-8.69,2.57
Acajutla,0,SV,2019-02-05,96,13.59,-89.83,73.26,3.24
Half Moon Bay,20,US,2019-02-05,99,37.46,-122.43,50.0,11.41
Galveston,90,US,2019-02-05,95,40.58,-86.19,35.6,9.17
Rocha,8,UY,2019-02-05,95,-34.48,-54.34,62.55,5.7
Nexo,36,DK,2019-02-05,86,55.06,15.13,39.2,16.11
Port Lincoln,0,AU,2019-02-05,76,-34.72,135.86,74.88,11.52
Kruisfontein,0,ZA,2019-02-05,97,-34.0,24.73,60.07,3.91
Deputatskiy,56,RU,2019-02-05,44,69.3,139.9,-29.12,3.91
Ruteng,92,ID,2019-02-05,98,-8.61,120.46,75.69,5.93
Sawai Madhopur,0,IN,2019-02-05,91,26.02,76.35,60.48,2.91
Sabang,12,PH,2019-02-05,85,13.72,123.58,79.38,6.49
Jalu,24,LY,2019-02-05,38,29.03,21.55,49.59,13.53
Nouna,0,BF,2019-02-05,27,12.73,-3.87,68.4,8.95
Gizo,75,IL,2019-02-05,35,31.8,34.94,71.6,18.34
Tessalit,0,ML,2019-02-05,19,20.2,1.01,44.19,10.63
Oda,75,JP,2019-02-05,75,35.19,132.5,46.4,8.16
Manzhouli,0,CN,2019-02-05,26,49.6,117.43,-19.49,13.65
Alofi,75,NU,2019-02-05,70,-19.06,-169.92,86.0,11.41
Sinnamary,92,GF,2019-02-05,100,5.38,-52.96,76.72,9.95
Midland,92,US,2019-02-05,36,32.0,-102.08,67.28,4.7
Sobolevo,80,RU,2019-02-05,92,54.43,31.9,22.14,7.27
Shimanovsk,12,RU,2019-02-05,28,52.0,127.67,-19.76,4.25
Eyl,100,SO,2019-02-05,98,7.98,49.82,75.15,17.9
Clarence Town,40,AU,2019-02-05,51,-32.59,151.78,86.0,12.75
Fairmont,90,US,2019-02-05,72,40.64,-97.59,16.7,4.7
Sitka,48,US,2019-02-05,89,37.17,-99.65,31.5,8.72
Praia,0,BR,2019-02-05,83,-20.25,-43.81,69.8,8.05
Oro Valley,1,US,2019-02-05,47,32.39,-110.97,59.0,13.87
Srandakan,20,ID,2019-02-05,88,-7.94,110.25,82.26,4.36
Marzuq,0,YE,2019-02-05,86,14.4,46.47,41.8,2.35
Eldorado,75,MX,2019-02-05,35,24.32,-107.36,86.0,5.82
Soe,90,EE,2019-02-05,79,57.91,26.05,28.4,13.87
Witu,1,KE,2019-02-05,89,-2.39,40.44,75.2,7.61
Kiunga,8,PG,2019-02-05,55,-6.12,141.3,91.75,5.14
Almirante Tamandare,75,BR,2019-02-05,100,-25.32,-49.31,60.8,6.93
Boundiali,32,CI,2019-02-05,47,9.53,-6.48,72.18,3.13
Beringovskiy,92,RU,2019-02-05,98,63.05,179.32,30.73,17.0
Port Pirie,8,AU,2019-02-05,73,-33.18,138.01,77.0,9.17
Obo,24,CF,2019-02-05,56,5.39,26.49,71.73,5.14
Kabale,36,UG,2019-02-05,100,-1.26,29.99,55.53,2.68
Itarema,92,BR,2019-02-05,97,-2.92,-39.92,77.71,4.59
La Ronge,5,CA,2019-02-05,82,55.1,-105.3,-23.81,2.35
Constitucion,90,MX,2019-02-05,27,23.99,-104.67,64.4,11.41
Rivadavia,0,AR,2019-02-05,66,-31.53,-68.59,71.19,4.03
Rio Gallegos,40,AR,2019-02-05,28,-51.62,-69.22,59.0,24.16
Werda,8,DE,2019-02-05,84,50.44,12.3,32.0,8.05
Klyuchi,68,RU,2019-02-05,80,52.25,79.17,-18.32,14.43
Puerto Quijarro,0,BO,2019-02-05,62,-19.0,-57.72,78.88,4.14
Duekoue,68,CI,2019-02-05,100,6.74,-7.35,71.55,3.69
Bilma,0,NE,2019-02-05,26,18.69,12.92,41.62,8.95
Namatanai,80,PG,2019-02-05,100,-3.66,152.44,78.39,11.41
Suba,92,CN,2019-02-05,100,28.73,103.51,42.84,1.57
Pechenga,64,RU,2019-02-05,84,58.89,41.46,14.4,9.95
Kampot,40,KH,2019-02-05,69,10.62,104.18,82.4,9.17
Sola,20,NO,2019-02-05,74,58.89,5.65,37.4,12.75
Mount Isa,90,AU,2019-02-05,83,-20.73,139.49,75.2,24.16
Maragogi,64,BR,2019-02-05,98,-9.01,-35.22,77.35,5.14
Port Hedland,75,AU,2019-02-05,66,-20.31,118.58,87.8,8.05
Longyearbyen,40,NO,2019-02-05,72,78.22,15.63,17.6,12.75
Luganville,68,VU,2019-02-05,100,-15.51,167.18,81.67,10.96
Sao Sebastiao do Paraiso,20,BR,2019-02-05,90,-20.92,-46.99,67.27,9.4
Tazovskiy,32,RU,2019-02-05,63,67.47,78.7,-21.07,6.82
Hofn,92,IS,2019-02-05,100,64.25,-15.21,37.21,38.14
Garowe,88,SO,2019-02-05,95,8.41,48.48,63.85,7.38
Ancud,75,CL,2019-02-05,87,-41.87,-73.83,60.8,4.7
Kindu,44,CD,2019-02-05,97,-2.95,25.92,71.01,2.46
Eureka,75,US,2019-02-05,79,40.8,-124.16,41.0,4.59
Suraabad,90,AZ,2019-02-05,93,40.82,49.47,46.4,12.75
Cervo,24,BR,2019-02-05,93,-22.19,-46.24,62.55,4.92
Nantucket,1,US,2019-02-05,85,41.28,-70.1,46.04,9.17
Gamba,0,CN,2019-02-05,53,28.28,88.52,0.22,2.13
Udachnyy,44,RU,2019-02-05,68,66.42,112.4,-5.32,6.04
Russell,0,AR,2019-02-05,36,-33.01,-68.8,80.6,6.93
Flinders,40,AU,2019-02-05,65,-34.58,150.85,80.6,5.82
Cartagena,0,ES,2019-02-05,81,37.63,-1.0,42.8,4.7
Shumyachi,64,RU,2019-02-05,93,53.86,32.43,23.8,5.7
Yar-Sale,44,RU,2019-02-05,78,66.83,70.83,-17.24,3.36
Ostrovnoy,24,RU,2019-02-05,78,68.05,39.51,1.75,10.74
Te Anau,0,NZ,2019-02-05,47,-45.41,167.72,57.06,7.38
Pedernales,68,EC,2019-02-05,95,0.07,-80.05,73.08,4.59
Boa Vista,0,BR,2019-02-05,51,2.82,-60.67,84.2,8.05
Waingapu,92,ID,2019-02-05,87,-9.65,120.26,81.13,9.51
Gold Coast,40,AU,2019-02-05,74,-28.0,153.41,78.8,9.17
Mareeba,90,AU,2019-02-05,83,-16.99,145.42,82.4,8.05
Praia da Vitoria,20,PT,2019-02-05,87,38.73,-27.07,51.8,12.41
Alipur,12,PK,2019-02-05,95,29.38,70.91,51.43,4.14
Gat,20,SN,2019-02-05,72,14.69,-16.54,66.2,16.11
Flin Flon,0,CA,2019-02-05,35,54.77,-101.88,-23.68,3.58
Aksarka,64,RU,2019-02-05,40,66.56,67.8,-25.43,3.36
Bubaque,0,GW,2019-02-05,95,11.28,-15.83,78.93,9.73
Leningradskiy,92,RU,2019-02-05,87,69.38,178.42,-3.02,17.11
Masaurhi,40,IN,2019-02-05,93,25.35,85.03,53.6,3.02
Saldanha,24,PT,2019-02-05,76,41.42,-6.55,27.54,2.91
Burnie,100,AU,2019-02-05,100,-41.05,145.91,63.09,26.28
Meulaboh,0,ID,2019-02-05,100,4.14,96.13,80.55,2.91
Belmonte,0,PT,2019-02-05,75,40.36,-7.35,30.82,2.91
Seddon,48,NZ,2019-02-05,92,-41.67,174.07,59.08,16.67
Huarmey,8,PE,2019-02-05,90,-10.07,-78.15,68.17,2.91
Wilmington Island,1,US,2019-02-05,74,32.0,-80.97,62.96,4.7
Katobu,92,ID,2019-02-05,94,-4.94,122.53,82.89,3.69
Rock Sound,0,BS,2019-02-05,100,24.9,-76.2,73.35,14.65
Valdivia,0,CL,2019-02-05,93,-39.81,-73.25,59.0,3.36
Sambava,88,MG,2019-02-05,100,-14.27,50.17,79.83,9.62
Sipoo,75,FI,2019-02-05,92,60.38,25.27,30.2,9.17
Ambilobe,36,MG,2019-02-05,97,-13.19,49.05,70.65,2.68
Goure,0,NE,2019-02-05,26,13.98,10.27,59.31,11.97
Iqaluit,75,CA,2019-02-05,70,63.75,-68.52,1.4,13.87
Salekhard,48,RU,2019-02-05,38,66.54,66.62,-24.8,3.24
Rome,0,IT,2019-02-05,87,41.89,12.48,44.6,9.17
Tuy Hoa,68,VN,2019-02-05,93,13.08,109.3,75.55,3.69
Mao,75,DO,2019-02-05,78,19.55,-71.08,77.0,6.93
Biak,36,ID,2019-02-05,96,-0.91,122.88,82.12,2.01
Nome,90,US,2019-02-05,92,30.04,-94.42,69.98,4.7
Port Macquarie,75,AU,2019-02-05,69,-31.43,152.91,80.6,8.05
Ola,0,RU,2019-02-05,100,59.58,151.3,-6.22,13.31
Behbahan,0,IR,2019-02-05,87,30.59,50.24,46.4,3.24
Surgut,20,RU,2019-02-05,65,61.25,73.4,-36.41,6.71
Hinesville,40,US,2019-02-05,96,31.85,-81.6,62.96,3.58
Caravelas,64,BR,2019-02-05,100,-17.73,-39.27,82.08,9.17
Chupa,75,PE,2019-02-05,71,-15.11,-69.99,51.8,3.36
Tocopilla,44,CL,2019-02-05,94,-22.09,-70.2,67.0,2.57
Urucui,88,BR,2019-02-05,93,-7.23,-44.56,73.21,3.58
Coihaique,0,CL,2019-02-05,59,-45.58,-72.07,64.4,2.24
Zacualpan,75,MX,2019-02-05,68,21.25,-105.17,75.2,5.82
Zhigansk,56,RU,2019-02-05,72,66.77,123.37,1.21,10.4
Devonport,92,AU,2019-02-05,88,-41.18,146.36,62.41,8.61
Pordim,90,BG,2019-02-05,93,43.38,24.85,39.2,2.24
Banyo,24,CM,2019-02-05,45,6.75,11.81,67.41,4.81
Pauini,80,BR,2019-02-05,96,-7.71,-67.0,75.06,2.57
Sandovo,76,RU,2019-02-05,87,58.46,36.41,16.29,9.4
Natal,75,BR,2019-02-05,88,-5.81,-35.21,80.6,3.36
LOS ALGARROBOS,75,EC,2019-02-05,88,-3.25,-79.94,89.6,3.36
Longmont,1,US,2019-02-05,73,40.17,-105.1,42.98,5.37
Samoylovka,88,RU,2019-02-05,95,51.19,43.71,23.62,3.13
Yarim,0,YE,2019-02-05,74,14.3,44.38,38.56,3.36
Mehamn,20,NO,2019-02-05,100,71.03,27.85,-3.02,4.03
Filimonovo,88,RU,2019-02-05,81,54.21,39.6,19.44,3.02
Grand Gaube,20,MU,2019-02-05,94,-20.01,57.66,78.8,1.12
Okhotsk,32,RU,2019-02-05,100,59.36,143.24,-0.82,5.7
Qeshm,0,IR,2019-02-05,100,26.96,56.27,59.0,11.41
Vanimo,64,PG,2019-02-05,99,-2.67,141.3,83.25,17.78
Ahome,90,MX,2019-02-05,53,25.92,-109.18,73.4,6.93
The Valley,20,AI,2019-02-05,78,18.22,-63.06,77.0,5.82
Takoradi,8,GH,2019-02-05,100,4.89,-1.75,79.83,5.59
Bereda,32,ES,2019-02-05,87,43.27,-7.54,51.8,3.36
Pasaje,12,MX,2019-02-05,42,24.93,-103.81,57.51,2.01
Vila Franca do Campo,20,PT,2019-02-05,82,37.72,-25.43,55.4,8.05
Winnemucca,36,US,2019-02-05,83,40.97,-117.74,16.78,4.14
Puerto Madryn,0,AR,2019-02-05,48,-42.77,-65.04,79.33,17.45
Mbandaka,56,CD,2019-02-05,100,0.05,18.26,72.81,2.8
Quthing,0,LS,2019-02-05,100,-30.4,27.7,45.22,2.91
Ambon,90,FR,2019-02-05,100,47.55,-2.56,51.8,6.93
Zyryanka,8,RU,2019-02-05,43,65.73,150.89,-27.41,2.91
Kasempa,88,ZM,2019-02-05,99,-13.46,25.83,63.18,1.68
Tromso,75,NO,2019-02-05,85,69.65,18.96,19.4,9.17
Yakeshi,8,CN,2019-02-05,61,49.28,120.73,-22.64,10.4
Hobyo,88,SO,2019-02-05,95,5.35,48.53,75.6,17.0
Fare,0,PF,2019-02-05,99,-16.7,-151.02,83.79,12.97
Tamandare,48,BR,2019-02-05,97,-8.28,-70.75,73.71,2.35
Arona,0,IT,2019-02-05,86,45.76,8.56,30.2,9.17
Araouane,8,ML,2019-02-05,26,18.9,-3.53,49.81,10.4
Kropotkin,0,RU,2019-02-05,87,45.43,40.58,25.6,3.58
Talcahuano,0,CL,2019-02-05,82,-36.72,-73.12,62.6,12.75
Bilibino,48,RU,2019-02-05,62,68.06,166.44,-22.19,2.91
Poltavka,36,RU,2019-02-05,49,54.36,71.76,-29.39,5.03
Boyabat,76,TR,2019-02-05,73,41.47,34.77,25.42,2.13
Texistepec,75,MX,2019-02-05,88,17.89,-94.82,77.0,11.41
Omsukchan,44,RU,2019-02-05,59,62.53,155.8,-22.15,5.59
Qasigiannguit,8,GL,2019-02-05,39,68.82,-51.19,28.4,20.8
Muros,90,ES,2019-02-05,93,42.77,-9.06,48.2,5.82
Anadyr,90,RU,2019-02-05,85,64.73,177.51,21.2,31.32
Nyurba,68,RU,2019-02-05,74,63.29,118.35,-6.8,5.37
Stony Plain,1,CA,2019-02-05,68,53.53,-114.0,-14.81,3.36
Najibabad,40,IN,2019-02-05,87,29.61,78.34,50.0,4.7
Rajapur,32,IN,2019-02-05,74,25.39,81.15,65.83,2.13
Aleksandrovsk-Sakhalinskiy,32,RU,2019-02-05,88,50.9,142.16,-3.47,13.31
Luena,44,AO,2019-02-05,96,-11.78,19.91,62.19,3.13
Pyu,0,MM,2019-02-05,59,18.48,96.43,80.28,2.8
Bogale,0,MM,2019-02-05,72,16.29,95.4,80.1,9.17
Iquitos,75,PE,2019-02-05,94,-3.75,-73.25,75.2,3.36
Tulun,0,RU,2019-02-05,61,54.56,100.58,-34.43,2.46
Andreapol,88,RU,2019-02-05,90,56.65,32.27,19.08,11.07
Lucea,20,JM,2019-02-05,78,18.44,-78.17,77.0,4.7
Weligama,24,LK,2019-02-05,100,5.97,80.42,77.94,2.91
Saint-Pierre,0,FR,2019-02-05,80,48.95,4.24,30.2,8.05
Kerema,24,PG,2019-02-05,61,-7.96,145.78,89.01,3.58
Komsomolskiy,8,RU,2019-02-05,0,67.55,63.78,-30.38,6.38
Danielskuil,0,ZA,2019-02-05,69,-28.19,23.54,55.93,2.57
Muscat,40,OM,2019-02-05,49,23.6,58.55,69.8,9.17
Tetiyiv,92,UA,2019-02-05,97,49.38,29.66,28.53,3.36
Agadez,24,NE,2019-02-05,19,16.97,7.99,53.05,11.74
Onguday,68,RU,2019-02-05,52,50.75,86.14,-13.15,1.9
Megion,12,RU,2019-02-05,65,61.04,76.11,-34.61,6.71
Nautla,0,MX,2019-02-05,96,20.22,-96.78,75.78,16.89
Banswada,0,IN,2019-02-05,52,18.38,77.88,71.95,6.6
Vostok,8,RU,2019-02-05,36,46.45,135.83,-3.7,2.91
Lavrentiya,92,RU,2019-02-05,99,65.58,-170.99,31.41,24.05
Nuuk,80,GL,2019-02-05,73,64.17,-51.74,24.8,3.36
Sao Paulo de Olivenca,92,BR,2019-02-05,100,-3.38,-68.87,72.85,4.14
Oussouye,0,SN,2019-02-05,90,12.49,-16.54,71.1,17.0
Yangjiang,56,CN,2019-02-05,93,21.85,111.96,69.07,5.26
Sept-Iles,90,CA,2019-02-05,72,50.2,-66.38,15.8,6.93
Gambela,48,ET,2019-02-05,71,8.25,34.59,63.58,2.01
Tsumeb,0,NA,2019-02-05,95,-19.25,17.72,60.43,4.14
Tabory,88,PL,2019-02-05,99,53.89,19.53,35.1,15.77
Plettenberg Bay,24,ZA,2019-02-05,100,-34.05,23.37,65.38,2.8
Belaya Gora,20,RU,2019-02-05,54,68.54,146.19,-31.46,9.4
Pangkalanbuun,8,ID,2019-02-05,93,-2.68,111.62,83.83,4.14
Bandarbeyla,92,SO,2019-02-05,100,9.49,50.81,75.28,17.56
Buritizeiro,92,BR,2019-02-05,90,-17.37,-44.96,72.67,2.91
Canakkale,92,TR,2019-02-05,100,40.15,26.41,48.28,15.88
Dandong,56,CN,2019-02-05,44,40.12,124.37,28.03,10.29
Luorong,80,CN,2019-02-05,100,24.41,109.6,63.76,4.36
Salihorsk,64,BY,2019-02-05,89,52.79,27.54,25.87,7.72
Caluquembe,80,AO,2019-02-05,100,-13.78,14.68,61.15,2.68
Port Blair,0,IN,2019-02-05,100,11.67,92.75,81.0,7.16
Pundaguitan,64,PH,2019-02-05,100,6.37,126.17,79.65,6.93
Ferme-Neuve,0,CA,2019-02-05,66,46.7,-75.45,7.96,5.93
Laredo,1,US,2019-02-05,73,27.51,-99.51,75.2,4.7
Parnamirim,75,BR,2019-02-05,88,-5.92,-35.27,80.6,3.36
Erenhot,36,CN,2019-02-05,32,43.65,111.97,-1.94,12.41
Simoes,80,BR,2019-02-05,96,-7.6,-40.82,69.84,7.49
Sovetskiy,44,RU,2019-02-05,64,56.76,48.47,-3.47,2.91
Cayenne,40,GF,2019-02-05,100,4.94,-52.33,73.4,1.12
Turukhansk,68,RU,2019-02-05,41,65.8,87.96,-26.02,2.24
Sao Joao de Pirabas,88,BR,2019-02-05,99,-0.77,-47.18,80.77,11.18
Vila,0,IT,2019-02-05,86,45.18,8.4,33.8,9.17
Oparino,64,RU,2019-02-05,80,59.85,48.28,1.71,4.14
Richards Bay,76,ZA,2019-02-05,99,-28.77,32.06,68.35,3.13
Oranjestad,20,AW,2019-02-05,78,12.52,-70.03,78.8,14.99
Rio de Janeiro,75,BR,2019-02-05,83,-22.91,-43.21,75.2,4.7
Rundu,20,NA,2019-02-05,92,-17.91,19.77,63.76,5.7
Poum,80,MK,2019-02-05,94,41.28,20.71,28.08,1.9
Kaihua,32,CN,2019-02-05,88,29.14,118.41,58.5,3.24
Ouango,0,CD,2019-02-05,88,4.31,22.55,74.2,4.14
Price,90,US,2019-02-05,100,39.6,-110.81,30.02,4.7
Hengyang,0,CN,2019-02-05,95,26.89,112.6,64.35,6.49
Eston,5,CA,2019-02-05,67,51.15,-108.75,-23.81,5.82
Maniitsoq,48,GL,2019-02-05,70,65.42,-52.9,13.0,3.36
Kattivakkam,20,IN,2019-02-05,94,13.22,80.32,73.4,5.14
Salym,0,RU,2019-02-05,68,60.06,71.48,-35.38,2.91
Aborlan,20,PH,2019-02-05,69,9.44,118.55,80.6,4.7
Libenge,0,CD,2019-02-05,91,3.65,18.64,74.7,4.7
Baruun-Urt,0,MN,2019-02-05,23,46.68,113.28,-17.38,10.4
Balkanabat,20,TM,2019-02-05,89,39.51,54.36,29.79,4.14
Turayf,0,SA,2019-02-05,87,31.68,38.65,42.8,13.87
Fairbanks,90,US,2019-02-05,92,64.84,-147.72,17.6,3.47
